Date,Code,Open,Close,Volume,
03-09-2019,FB,184,182.39,9779400,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('FB', '2019-09-03', 184, 182.39, 9779400);"
04-09-2019,FB,184.65,187.14,11308000,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('FB', '2019-09-04', 184.65, 187.14, 11308000);"
05-09-2019,FB,188.53,190.9,13876700,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('FB', '2019-09-05', 188.53, 190.9, 13876700);"
23-04-2019,GOOGL,1256.64,1270.59,1593400,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('GOOGL', '2019-04-23', 1256.64, 1270.59, 1593400);"
24-04-2019,GOOGL,1270.59,1260.05,1169800,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('GOOGL', '2019-04-24', 1270.59, 1260.05, 1169800);"
26-04-2019,GOOGL,1273.38,1277.42,1361400,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('GOOGL', '2019-04-26', 1273.38, 1277.42, 1361400);"
24-12-2018,NFLX,242,233.88,9547600,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('NFLX', '2018-12-24', 242, 233.88, 9547600);"
21-12-2018,NFLX,263.83,246.39,21397600,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('NFLX', '2018-12-21', 263.83, 246.39, 21397600);"
26-12-2018,NFLX,233.92,253.67,14402700,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('NFLX', '2018-12-26', 233.92, 253.67, 14402700);"
31-01-2019,FB,165.6,166.69,77233600,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('FB', '2019-01-31', 165.6, 166.69, 77233600);"
31-10-2018,FB,155,151.79,60101300,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('FB', '2018-10-31', 155, 151.79, 60101300);"
19-12-2018,FB,141.21,133.24,57404900,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('FB', '2018-12-19', 141.21, 133.24, 57404900);"
17-10-2019,GOOGL,1251.4,1252.8,1047900,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('GOOGL', '2019-10-17', 1251.4, 1252.8, 1047900);"
27-09-2019,FB,180.49,177.1,14656200,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('FB', '2019-09-27', 180.49, 177.1, 14656200);"
20-09-2019,FB,190.66,189.93,19934200,"INSERT INTO stock (st_code, st_date, st_open, st_close, st_volume) VALUES ('FB', '2019-09-20', 190.66, 189.93, 19934200);"
